City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tommot,58.9564,126.2925,12.09,90,100,2.61,RU,1718503688
364,cannonvale,-20.2833,148.7,25.33,38,0,3.37,AU,1718503690
365,saint-philippe,-21.3585,55.7679,21.73,92,93,1.14,RE,1718503691
366,miles city,46.4083,-105.8406,19.54,59,20,16.46,US,1718503448
367,sitangkai,4.6628,119.3928,28.82,74,93,4.5,PH,1718503434
368,inderbor,48.55,51.7833,29.31,25,38,2.16,KZ,1718503696
369,nizhniy odes,63.6445,54.856,7.86,87,100,3.19,RU,1718503698
370,pompeu,-19.2244,-44.9353,16.56,57,0,1.28,BR,1718503524
371,labrador city,52.9463,-66.9114,6.77,61,96,1.71,CA,1718503665
372,nahiyat ash shinafiyah,31.5874,44.6602,33.95,16,0,3.91,IQ,1718503702
373,basco,20.4487,121.9702,29.81,81,100,6.79,PH,1718503703
374,armacao de buzios,-22.7469,-41.8817,21.1,89,0,7.12,BR,1718503705
375,gadzhiyevo,69.2551,33.3362,10.63,94,100,4.11,RU,1718503706
376,luau,-10.7073,22.2247,10.34,38,58,2.07,AO,1718503708
377,broome,42.2506,-75.833,13.22,92,0,0.45,US,1718503709
378,greenville,35.6127,-77.3663,28.09,57,0,3.6,US,1718503150
379,karachi,24.9056,67.0822,30.9,70,40,5.66,PK,1718503607
380,yamada,39.4667,141.95,25.05,53,98,3.43,JP,1718503454
381,prince rupert,54.3161,-130.3201,10.55,93,100,0.96,CA,1718503715
382,ebaye,8.7748,167.7392,30.01,79,0,4.12,MH,1718503716
383,san antonio de pale,-1.4014,5.6325,24.53,82,100,5.17,GQ,1718503718
384,grand falls-windsor,48.9332,-55.6649,14.72,93,100,0.45,CA,1718503719
385,santana do livramento,-30.8908,-55.5328,18.39,86,100,6.45,BR,1718503554
386,new martinsville,39.6445,-80.8576,18.95,61,56,1.69,US,1718503722
387,saint-joseph,-21.3667,55.6167,21.17,93,96,1.13,RE,1718503723
388,soio,-6.1349,12.3689,22.2,91,100,2.35,AO,1718503724
389,namsos,64.4662,11.4957,14.95,67,11,4.12,NO,1718503726
390,santa terezinha,-29.9002,-50.0904,18.22,98,100,0.52,BR,1718503727
391,brookings,44.3114,-96.7984,22.36,93,75,4.12,US,1718503564
392,suoyarvi,62.0833,32.35,10.39,72,100,1.38,RU,1718503730
393,pogradec,40.9025,20.6525,13.53,72,7,1.32,AL,1718503731
394,dryden,49.7833,-92.7503,18.39,80,93,4.59,CA,1718503733
395,sandnessjoen,66.0217,12.6316,8.29,70,1,5.29,NO,1718503734
396,vadso,70.0744,29.7487,11.49,87,40,0.0,NO,1718503736
397,teploye,53.6202,37.5903,14.66,92,100,3.4,RU,1718503737
398,weligama,5.9667,80.4167,28.84,86,100,4.66,LK,1718503738
399,castro alves,-12.7656,-39.4283,19.28,98,28,2.2,BR,1718503740
400,juegang,32.3174,121.1855,27.77,58,100,4.39,CN,1718503482
401,severo-yeniseyskiy,60.3725,93.0408,18.65,80,99,3.13,RU,1718503743
402,reggane,26.7158,0.1714,35.07,16,0,6.96,DZ,1718503744
403,akureyri,65.6835,-18.0878,13.15,72,98,0.87,IS,1718503746
404,vanimo,-2.6741,141.3028,25.57,93,100,2.29,PG,1718503747
405,kruisfontein,-34.0033,24.7314,11.65,88,36,2.16,ZA,1718503749
406,alto araguaia,-17.3147,-53.2153,18.25,50,0,1.55,BR,1718503751
407,khandyga,62.6667,135.6,24.14,27,5,4.18,RU,1718503752
408,ban dan lan hoi,17.0068,99.575,29.81,66,100,4.63,TH,1718503754
409,al hamul,31.3115,31.1477,23.57,79,0,2.33,EG,1718503755
410,napili-honokowai,20.9708,-156.6705,29.06,70,3,7.4,US,1718503756
411,belyy yar,53.6039,91.3903,22.94,56,0,0.0,RU,1718503758
412,mount pleasant,32.7941,-79.8626,29.08,74,40,0.45,US,1718503706
413,tarawa,1.419,172.984,30.05,74,75,3.6,KI,1718503761
414,la'ie,21.6477,-157.9253,29.98,74,0,3.13,US,1718503762
415,new norfolk,-42.7826,147.0587,11.07,78,100,2.34,AU,1718503763
416,sabang,5.8933,95.3214,29.74,71,100,5.86,ID,1718503765
417,caransebes,45.4167,22.2167,14.28,75,3,1.58,RO,1718503627
418,guanica,17.9716,-66.908,28.32,88,39,2.98,PR,1718503768
419,saynshand,44.8824,110.1163,25.62,20,3,5.49,MN,1718503769
420,gisborne,-38.6533,178.0042,16.69,59,99,2.31,NZ,1718503771
421,bardai,11.65,7.2333,23.51,81,100,3.46,NG,1718503772
422,maceio,-9.6658,-35.7353,25.69,78,40,3.09,BR,1718503698
423,tejen,37.3834,60.5054,28.19,30,2,3.48,TM,1718503776
424,charters towers,-20.1,146.2667,22.94,25,0,4.22,AU,1718503479
425,egilsstadir,65.2653,-14.3948,11.19,78,100,1.36,IS,1718503778
426,muravlenko,63.7898,74.523,11.39,70,60,6.16,RU,1718503780
427,rio guayabal de yateras,20.3667,-75.0167,23.2,97,100,0.85,CU,1718503782
428,pangody,65.85,74.4859,7.54,61,70,5.05,RU,1718503783
429,freetown,8.484,-13.2299,25.38,87,100,3.2,SL,1718503784
430,thayetmyo,19.3167,95.1833,28.83,76,100,3.48,MM,1718503786
431,ipu,-4.3222,-40.7108,20.06,94,95,1.51,BR,1718503787
432,kingscliff,-28.2667,153.5667,21.52,48,86,5.66,AU,1718503789
433,nuuk,64.1835,-51.7216,10.34,66,75,8.23,GL,1718503790
434,bandarbeyla,9.4942,50.8122,25.95,75,94,8.9,SO,1718503792
435,gorontalo,0.5412,123.0595,28.06,76,87,0.82,ID,1718503793
436,majano,46.1875,13.0616,17.34,92,24,2.26,IT,1718503794
437,coahuayana de hidalgo,18.7,-103.6583,27.08,78,6,1.23,MX,1718503796
438,kerikeri,-35.2268,173.9474,15.51,86,100,3.05,NZ,1718503797
439,quilali,13.567,-86.026,22.96,94,100,0.7,NI,1718503799
440,gamba,-2.65,10.0,22.05,91,100,1.41,GA,1718503800
441,smolensk,55.0,33.0,14.25,96,100,2.31,RU,1718503801
442,san juanito,28.0,-107.5833,25.49,33,49,5.96,MX,1718503804
443,putina,-15.4667,-69.4333,8.0,80,31,4.59,PE,1718503806
444,bel ombre,-4.6167,55.4167,27.79,79,14,5.94,SC,1718503808
445,zhangye,38.9342,100.4517,27.92,29,1,5.31,CN,1718503809
446,suntar,62.1444,117.6319,5.51,94,100,3.53,RU,1718503811
447,bad sackingen,47.5537,7.9461,15.29,94,15,0.21,DE,1718503812
448,banda aceh,5.5577,95.3222,28.86,75,99,3.71,ID,1718503814
449,howard springs,-12.497,131.047,28.95,69,4,3.65,AU,1718503815
450,umm kaddadah,13.6017,26.6876,30.27,41,100,3.8,SD,1718503817
451,turpan,42.9333,89.1667,31.0,31,0,2.42,CN,1718503818
452,altai,46.3722,96.2583,16.28,49,100,1.77,MN,1718503819
453,norilsk,69.3535,88.2027,1.9,80,100,4.34,RU,1718503821
454,nova sintra,14.8667,-24.7167,23.62,81,14,4.86,CV,1718503822
455,karatuzskoye,53.6072,92.8667,20.21,76,6,1.34,RU,1718503824
456,altay,47.8667,88.1167,21.42,33,93,1.45,CN,1718503825
457,palangkaraya,-2.2,113.8333,29.15,64,40,1.87,ID,1718503827
458,hammerfest,70.6634,23.6821,6.25,100,100,4.63,NO,1718503828
459,rossosh',51.1209,38.5116,18.11,97,100,5.67,RU,1718503829
460,dudinka,69.4058,86.1778,2.04,89,100,4.47,RU,1718503831
461,lahij,13.1667,44.5833,30.03,46,70,1.9,YE,1718503832
462,santa cruz,-17.8,-63.1667,22.7,94,75,3.6,BO,1718503772
463,hargeysa,9.56,44.065,21.03,58,24,10.45,SO,1718503835
464,port isabel,26.0734,-97.2086,30.02,76,0,6.17,US,1718503837
465,dzhangala,49.2167,50.3333,28.4,42,9,1.35,KZ,1718503838
466,gevas,38.2968,43.1083,10.78,53,0,2.01,TR,1718503840
467,julio de castilhos,-29.2269,-53.6817,17.79,98,100,2.86,BR,1718503841
468,vakarai,55.6035,23.8213,11.29,85,100,2.59,LT,1718503843
469,mugia,43.1041,-9.2179,16.62,97,100,6.64,ES,1718503845
470,ketchikan,55.3422,-131.6461,14.63,72,40,4.12,US,1718503846
471,lastoursville,-0.8143,12.7287,22.05,99,100,1.1,GA,1718503847
472,malgrat de mar,41.6466,2.7414,19.97,71,8,1.59,ES,1718503849
473,greenland,43.0362,-70.8328,17.84,61,20,2.06,US,1718503850
474,ormoc,11.0064,124.6075,31.98,63,100,1.46,PH,1718503852
475,lerwick,60.1545,-1.1494,11.0,87,100,8.77,GB,1718503853
476,thames,-37.1333,175.5333,15.94,68,100,2.31,NZ,1718503854
477,alaghsas,17.0187,8.0168,28.9,41,11,3.06,NE,1718503856
478,alexandria,31.2156,29.9553,24.93,77,0,3.72,EG,1718503857
479,puerto aysen,-45.4,-72.7,5.79,99,100,1.79,CL,1718503859
480,palikir - national government center,6.9248,158.1611,31.47,74,75,2.57,FM,1718503860
481,hilo,19.7297,-155.09,30.16,77,75,4.12,US,1718503862
482,tateyama,34.9833,139.8667,23.06,83,100,2.63,JP,1718503863
483,midvagur,62.0511,-7.1939,8.46,81,100,5.14,FO,1718503864
484,qarqaraly,49.4058,75.4742,18.71,67,10,2.16,KZ,1718503866
485,monrovia,6.3005,-10.7969,25.18,88,100,3.51,LR,1718503868
486,ordynskoye,54.3656,81.8994,21.85,80,97,2.3,RU,1718503869
487,puerto madryn,-42.7692,-65.0385,9.06,47,6,2.34,AR,1718503624
488,lubang,13.8584,120.124,29.56,70,100,1.81,PH,1718503872
489,korla,41.7597,86.1469,27.13,23,7,6.31,CN,1718503873
490,priozersk,61.0393,30.1291,8.25,71,67,2.04,RU,1718503875
491,vanino,49.0869,140.2543,9.96,99,100,2.11,RU,1718503876
492,novyye burasy,52.1324,46.0714,21.48,89,100,4.17,RU,1718503878
493,znamenka,52.4167,41.4311,17.68,95,86,4.53,RU,1718503879
494,le trait,49.4689,0.8163,12.53,96,81,4.64,FR,1718503881
495,dolores,-36.3132,-57.6792,10.87,57,37,1.38,AR,1718503882
496,portland,45.5234,-122.6762,16.99,59,40,7.2,US,1718503619
497,wakkanai,45.4094,141.6739,14.66,91,100,4.96,JP,1718503885
498,greymouth,-42.4667,171.2,11.89,87,97,6.41,NZ,1718503887
499,cole harbour,44.6724,-63.4751,12.68,93,78,3.13,CA,1718503888
500,cuenca,-2.8833,-78.9833,12.64,92,72,0.77,EC,1718503740
501,mersing,2.4312,103.8405,27.9,82,70,1.68,MY,1718503891
502,gutao,37.2025,112.1781,28.42,35,100,2.2,CN,1718503892
503,praia,14.9215,-23.5087,22.3,83,58,3.96,CV,1718503894
504,taulaga,-11.0553,-171.0883,28.61,76,89,5.06,AS,1718503895
505,gejiu,23.306,103.1635,18.59,91,79,2.2,CN,1718503897
506,griffith,41.5284,-87.4237,26.96,52,0,5.14,US,1718503898
507,kajiado,-1.8524,36.7768,12.84,74,74,2.39,KE,1718503900
508,port-gentil,-0.7193,8.7815,24.62,84,100,5.36,GA,1718503901
509,buala,-8.145,159.5921,28.51,75,46,0.59,SB,1718503903
510,lospalos,-8.5186,127.0025,25.64,61,82,5.25,TL,1718503904
511,nuku'alofa,-21.1333,-175.2,28.19,83,40,4.12,TO,1718503714
512,illizi,26.4833,8.4667,32.22,10,0,2.32,DZ,1718503907
513,bodo,67.28,14.405,13.21,78,10,4.63,NO,1718503908
514,strezhevoy,60.7333,77.5889,19.98,86,100,3.13,RU,1718503910
515,gunnison,38.7,-107.0673,17.47,37,46,2.9,US,1718503911
516,ormara,25.2088,64.6357,28.04,83,49,6.23,PK,1718503913
517,mount gambier,-37.8333,140.7667,12.38,56,100,3.87,AU,1718503914
518,bobo-dioulasso,11.1771,-4.2979,24.28,74,86,0.65,BF,1718503915
519,sinanpasa,38.7444,30.2428,11.56,90,0,1.52,TR,1718503917
520,mejit,10.2753,170.8646,28.32,78,100,6.43,MH,1718503919
521,magadan,59.5667,150.8,14.18,80,84,3.43,RU,1718503920
522,kilju,40.9642,129.3278,26.0,34,57,2.25,KP,1718503751
523,liuboml,51.226,24.0373,11.17,94,45,3.15,UA,1718503923
524,parras de la fuente,25.4167,-102.1833,26.78,34,0,7.09,MX,1718503925
525,watertown,42.3709,-71.1828,18.36,55,0,2.06,US,1718503665
526,awjilah,29.1081,21.2869,27.21,34,0,4.48,LY,1718503927
527,sebastopol,44.6,33.5333,20.56,61,55,0.89,UA,1718503929
528,sao miguel do araguaia,-13.275,-50.1628,22.12,49,5,2.36,BR,1718503930
529,ola,59.5833,151.2833,14.52,81,43,3.41,RU,1718503932
530,tughyl,47.7252,84.2063,18.8,64,100,2.25,KZ,1718503933
531,klyuchi,52.2667,79.1667,23.16,67,99,2.57,RU,1718503934
532,gebeit,21.0667,36.3167,28.75,14,40,0.47,SD,1718503936
533,itamaraca,-7.7478,-34.8256,25.03,86,49,6.42,BR,1718503937
534,el granada,37.5027,-122.4694,22.91,65,0,11.83,US,1718503939
535,porto,41.1496,-8.611,16.22,84,75,2.24,PT,1718503940
536,vershino-darasunskiy,52.35,115.5167,16.52,34,96,4.86,RU,1718503942
537,port-vila,-17.7338,168.3219,26.78,89,75,3.09,VU,1718503943
538,al masallamiyya,14.5748,33.3373,29.43,54,90,6.65,SD,1718503945
539,la grande,45.3246,-118.0877,15.0,55,84,5.51,US,1718503718
540,nizhniy kuranakh,58.8353,125.4869,10.77,95,100,1.24,RU,1718503947
541,ak-dovurak,51.1833,90.6,20.06,58,99,0.45,RU,1718503949
542,panjab,34.388,67.0233,11.65,52,0,0.51,AF,1718503950
543,mudgee,-32.5943,149.5871,11.46,52,3,4.32,AU,1718503952
544,yuanping,38.7153,112.7575,26.27,31,69,1.27,CN,1718503953
545,namibe,-15.1961,12.1522,19.44,77,0,2.62,AO,1718503955
546,mazar-e sharif,36.709,67.1109,31.8,16,2,2.77,AF,1718503957
